focal_method,test_prefix,docstring,id,file_path
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test250()  throws Throwable  {
      char[] charArray0 = new char[3];
      charArray0[1] = '@';
      StrTokenizer strTokenizer0 = new StrTokenizer(charArray0, '@', '#');
      Consumer<Object> consumer0 = (Consumer<Object>) mock(Consumer.class, new ViolatedAssumptionAnswer());
      strTokenizer0.forEachRemaining(consumer0);
      String string0 = strTokenizer0.previous();
      String string1 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('Y');
      assertEquals(1, strTokenizer0.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4189,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test251()  throws Throwable  {
      char[] charArray0 = new char[3];
      charArray0[1] = '@';
      StrTokenizer strTokenizer0 = new StrTokenizer(charArray0, '@', '#');
      Consumer<Object> consumer0 = (Consumer<Object>) mock(Consumer.class, new ViolatedAssumptionAnswer());
      strTokenizer0.forEachRemaining(consumer0);
      String string0 = strTokenizer0.previous();
      String string1 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('Y');
      assertTrue(strTokenizer1.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4190,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test252()  throws Throwable  {
      char[] charArray0 = new char[3];
      charArray0[1] = '@';
      StrTokenizer strTokenizer0 = new StrTokenizer(charArray0, '@', '#');
      Consumer<Object> consumer0 = (Consumer<Object>) mock(Consumer.class, new ViolatedAssumptionAnswer());
      strTokenizer0.forEachRemaining(consumer0);
      String string0 = strTokenizer0.previous();
      String string1 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('Y');
      assertEquals(2, strTokenizer1.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4191,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test253()  throws Throwable  {
      char[] charArray0 = new char[3];
      charArray0[1] = '@';
      StrTokenizer strTokenizer0 = new StrTokenizer(charArray0, '@', '#');
      Consumer<Object> consumer0 = (Consumer<Object>) mock(Consumer.class, new ViolatedAssumptionAnswer());
      strTokenizer0.forEachRemaining(consumer0);
      String string0 = strTokenizer0.previous();
      String string1 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('Y');
      assertFalse(strTokenizer1.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4192,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test254()  throws Throwable  {
      char[] charArray0 = new char[3];
      charArray0[1] = '@';
      StrTokenizer strTokenizer0 = new StrTokenizer(charArray0, '@', '#');
      Consumer<Object> consumer0 = (Consumer<Object>) mock(Consumer.class, new ViolatedAssumptionAnswer());
      strTokenizer0.forEachRemaining(consumer0);
      String string0 = strTokenizer0.previous();
      String string1 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('Y');
      assertEquals(1, strTokenizer1.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4193,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test255()  throws Throwable  {
      char[] charArray0 = new char[3];
      charArray0[1] = '@';
      StrTokenizer strTokenizer0 = new StrTokenizer(charArray0, '@', '#');
      Consumer<Object> consumer0 = (Consumer<Object>) mock(Consumer.class, new ViolatedAssumptionAnswer());
      strTokenizer0.forEachRemaining(consumer0);
      String string0 = strTokenizer0.previous();
      String string1 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('Y');
      assertArrayEquals(new char[] {'\u0000', '@', '\u0000'}, charArray0);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4194,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test256()  throws Throwable  {
      char[] charArray0 = new char[3];
      charArray0[1] = '@';
      StrTokenizer strTokenizer0 = new StrTokenizer(charArray0, '@', '#');
      Consumer<Object> consumer0 = (Consumer<Object>) mock(Consumer.class, new ViolatedAssumptionAnswer());
      strTokenizer0.forEachRemaining(consumer0);
      String string0 = strTokenizer0.previous();
      String string1 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('Y');
      assertSame(strTokenizer0, strTokenizer1);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4195,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test257()  throws Throwable  {
      char[] charArray0 = new char[3];
      charArray0[1] = '@';
      StrTokenizer strTokenizer0 = new StrTokenizer(charArray0, '@', '#');
      Consumer<Object> consumer0 = (Consumer<Object>) mock(Consumer.class, new ViolatedAssumptionAnswer());
      strTokenizer0.forEachRemaining(consumer0);
      String string0 = strTokenizer0.previous();
      String string1 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('Y');
      assertSame(strTokenizer1, strTokenizer0);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4196,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public static StrTokenizer getCSVInstance() {
        return getCSVClone();
    }","  public void test258()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      assertNotNull(strTokenizer0);
}","/**
     * Gets a new tokenizer instance which parses Comma Separated Value strings
     * initializing it with the given input.  The default for CSV processing
     * will be trim whitespace from both ends (which can be overridden with
     * the setTrimmer method).
     * <p>
     * You must call a ""reset"" method to set the string which you want to parse.
     * @return a new tokenizer instance which parses Comma Separated Value strings
     */",4197,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test259()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      assertEquals(0, strTokenizer0.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4198,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test260()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      assertEquals((-1), strTokenizer0.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4199,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test261()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      assertFalse(strTokenizer0.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4200,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test262()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      assertFalse(strTokenizer0.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4201,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public String next() {
        if (hasNext()) {
            return tokens[tokenPos++];
        }
        throw new NoSuchElementException();
    }","  public void test263()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      assertNotNull(string0);
}","/**
     * Gets the next token.
     *
     * @return the next String token
     * @throws NoSuchElementException if there are no more elements
     */",4202,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test264()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      assertEquals(1, strTokenizer0.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4203,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test265()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      assertEquals(0, strTokenizer0.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4204,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test266()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      assertFalse(strTokenizer0.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4205,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test267()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      assertFalse(strTokenizer0.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4206,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public String next() {
        if (hasNext()) {
            return tokens[tokenPos++];
        }
        throw new NoSuchElementException();
    }","  public void test268()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      assertEquals(""remove() is unsupported"", string0);
}","/**
     * Gets the next token.
     *
     * @return the next String token
     * @throws NoSuchElementException if there are no more elements
     */",4207,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test269()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertNotNull(strTokenizer1);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4208,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test270()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertEquals(1, strTokenizer0.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4209,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test271()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertEquals(0, strTokenizer0.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4210,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test272()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertFalse(strTokenizer0.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4211,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test273()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertFalse(strTokenizer0.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4212,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test274()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertFalse(strTokenizer1.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4213,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test275()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertEquals(1, strTokenizer1.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4214,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test276()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertEquals(0, strTokenizer1.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4215,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test277()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertFalse(strTokenizer1.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4216,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test278()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertSame(strTokenizer0, strTokenizer1);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4217,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test279()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""remove() is unsupported"");
      String string0 = strTokenizer0.next();
      StrTokenizer strTokenizer1 = strTokenizer0.setQuoteChar('o');
      assertSame(strTokenizer1, strTokenizer0);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4218,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public static StrTokenizer getCSVInstance() {
        return getCSVClone();
    }","  public void test280()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      assertNotNull(strTokenizer0);
}","/**
     * Gets a new tokenizer instance which parses Comma Separated Value strings
     * initializing it with the given input.  The default for CSV processing
     * will be trim whitespace from both ends (which can be overridden with
     * the setTrimmer method).
     * <p>
     * You must call a ""reset"" method to set the string which you want to parse.
     * @return a new tokenizer instance which parses Comma Separated Value strings
     */",4219,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test281()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      assertFalse(strTokenizer0.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4220,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test282()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      assertFalse(strTokenizer0.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4221,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test283()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      assertEquals((-1), strTokenizer0.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4222,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test284()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      assertEquals(0, strTokenizer0.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4223,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setEmptyTokenAsNull(final boolean emptyAsNull) {
        this.emptyAsNull = emptyAsNull;
        return this;
    }","  public void test285()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertNotNull(strTokenizer1);
}","/**
     * Sets whether the tokenizer should return empty tokens as null.
     * The default for this property is false.
     *
     * @param emptyAsNull  whether empty tokens are returned as null
     * @return this, to enable chaining
     */",4224,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test286()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertFalse(strTokenizer0.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4225,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test287()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertEquals((-1), strTokenizer0.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4226,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test288()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertEquals(0, strTokenizer0.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4227,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test289()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertTrue(strTokenizer0.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4228,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test290()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertFalse(strTokenizer1.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4229,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test291()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertTrue(strTokenizer1.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4230,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test292()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertEquals((-1), strTokenizer1.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4231,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test293()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertEquals(0, strTokenizer1.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4232,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setEmptyTokenAsNull(final boolean emptyAsNull) {
        this.emptyAsNull = emptyAsNull;
        return this;
    }","  public void test294()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertSame(strTokenizer0, strTokenizer1);
}","/**
     * Sets whether the tokenizer should return empty tokens as null.
     * The default for this property is false.
     *
     * @param emptyAsNull  whether empty tokens are returned as null
     * @return this, to enable chaining
     */",4233,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setEmptyTokenAsNull(final boolean emptyAsNull) {
        this.emptyAsNull = emptyAsNull;
        return this;
    }","  public void test295()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      assertSame(strTokenizer1, strTokenizer0);
}","/**
     * Sets whether the tokenizer should return empty tokens as null.
     * The default for this property is false.
     *
     * @param emptyAsNull  whether empty tokens are returned as null
     * @return this, to enable chaining
     */",4234,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test296()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertNotNull(strTokenizer2);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4235,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test297()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertFalse(strTokenizer0.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4236,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
